"";"ref.date";"ticker";"price.adjusted"
"108";2018-06-08;"BOVA11.SA";70,400002
"109";2018-06-11;"BOVA11.SA";69,860001
"110";2018-06-12;"BOVA11.SA";70,269997
"111";2018-06-13;"BOVA11.SA";69,75
"112";2018-06-14;"BOVA11.SA";68,800003
"113";2018-06-15;"BOVA11.SA";68,110001
"114";2018-06-18;"BOVA11.SA";67,519997
"115";2018-06-19;"BOVA11.SA";68,809998
"116";2018-06-20;"BOVA11.SA";69,510002
"117";2018-06-21;"BOVA11.SA";67,660004
"118";2018-06-22;"BOVA11.SA";68,18
"119";2018-06-25;"BOVA11.SA";68,599998
"120";2018-06-26;"BOVA11.SA";69
"121";2018-06-27;"BOVA11.SA";68
"122";2018-06-28;"BOVA11.SA";69,400002
"123";2018-06-29;"BOVA11.SA";70,349998
"124";2018-07-02;"BOVA11.SA";70,300003
"125";2018-07-03;"BOVA11.SA";71,099998
"126";2018-07-04;"BOVA11.SA";72,110001
"127";2018-07-05;"BOVA11.SA";71,870003
"128";2018-07-06;"BOVA11.SA";72,449997
"129";2018-07-10;"BOVA11.SA";72,349998
"130";2018-07-11;"BOVA11.SA";71,760002
"131";2018-07-12;"BOVA11.SA";73,260002
"132";2018-07-13;"BOVA11.SA";74,010002
"133";2018-07-16;"BOVA11.SA";73,949997
"134";2018-07-17;"BOVA11.SA";75,370003
"135";2018-07-18;"BOVA11.SA";74,660004
"136";2018-07-19;"BOVA11.SA";74,650002
"137";2018-07-20;"BOVA11.SA";75,800003
"138";2018-07-23;"BOVA11.SA";75,25
"139";2018-07-24;"BOVA11.SA";76,5
"140";2018-07-25;"BOVA11.SA";77,370003
"141";2018-07-26;"BOVA11.SA";76,620003
"142";2018-07-27;"BOVA11.SA";77,129997
"143";2018-07-30;"BOVA11.SA";77,419998
"144";2018-07-31;"BOVA11.SA";76,449997
"145";2018-08-01;"BOVA11.SA";76,459999
"146";2018-08-02;"BOVA11.SA";76,949997
"147";2018-08-03;"BOVA11.SA";78,660004
"148";2018-08-06;"BOVA11.SA";78,239998
"149";2018-08-07;"BOVA11.SA";77,489998
"150";2018-08-08;"BOVA11.SA";76,32
"151";2018-08-09;"BOVA11.SA";75,959999
"152";2018-08-10;"BOVA11.SA";73,800003
"153";2018-08-13;"BOVA11.SA";74,889999
"154";2018-08-14;"BOVA11.SA";75,900002
"155";2018-08-15;"BOVA11.SA";74,389999
"156";2018-08-16;"BOVA11.SA";74,139999
"157";2018-08-17;"BOVA11.SA";73,349998
"158";2018-08-20;"BOVA11.SA";73,68
"159";2018-08-21;"BOVA11.SA";72,510002
"160";2018-08-22;"BOVA11.SA";74,150002
"161";2018-08-23;"BOVA11.SA";73,029999
"162";2018-08-24;"BOVA11.SA";73,68
"163";2018-08-27;"BOVA11.SA";75,099998
"164";2018-08-28;"BOVA11.SA";74,790001
"165";2018-08-29;"BOVA11.SA";75,68
"166";2018-08-30;"BOVA11.SA";73,739998
"167";2018-08-31;"BOVA11.SA";74,120003
"168";2018-09-03;"BOVA11.SA";73,480003
"169";2018-09-04;"BOVA11.SA";72,07
"170";2018-09-05;"BOVA11.SA";72,419998
"171";2018-09-06;"BOVA11.SA";74,099998
"172";2018-09-10;"BOVA11.SA";74
"173";2018-09-11;"BOVA11.SA";72,129997
"174";2018-09-12;"BOVA11.SA";72,57
"175";2018-09-13;"BOVA11.SA";72,019997
"176";2018-09-14;"BOVA11.SA";72,809998
"177";2018-09-17;"BOVA11.SA";74,07
"178";2018-09-18;"BOVA11.SA";75,349998
"179";2018-09-19;"BOVA11.SA";75,269997
"180";2018-09-20;"BOVA11.SA";75,330002
"181";2018-09-21;"BOVA11.SA";76,5
"182";2018-09-24;"BOVA11.SA";75,199997
"183";2018-09-25;"BOVA11.SA";75,879997
"184";2018-09-26;"BOVA11.SA";75,849998
"185";2018-09-27;"BOVA11.SA";77,07
"186";2018-09-28;"BOVA11.SA";76,610001
"187";2018-10-01;"BOVA11.SA";75,800003
"188";2018-10-02;"BOVA11.SA";78,779999
"189";2018-10-03;"BOVA11.SA";80,290001
"190";2018-10-04;"BOVA11.SA";79,879997
"191";2018-10-05;"BOVA11.SA";79,449997
"192";2018-10-08;"BOVA11.SA";83,639999
"193";2018-10-09;"BOVA11.SA";83
"194";2018-10-10;"BOVA11.SA";80,730003
"195";2018-10-11;"BOVA11.SA";80,150002
"196";2018-10-15;"BOVA11.SA";80,459999
"197";2018-10-16;"BOVA11.SA";82,599998
"198";2018-10-17;"BOVA11.SA";82,720001
"199";2018-10-18;"BOVA11.SA";82,720001
"200";2018-10-19;"BOVA11.SA";81,220001
"201";2018-10-22;"BOVA11.SA";82,620003
"202";2018-10-23;"BOVA11.SA";82,290001
"203";2018-10-24;"BOVA11.SA";80,150002
"204";2018-10-25;"BOVA11.SA";81,029999
"205";2018-10-26;"BOVA11.SA";82,709999
"206";2018-10-29;"BOVA11.SA";80,809998
"207";2018-10-30;"BOVA11.SA";83,760002
"208";2018-10-31;"BOVA11.SA";84,080002
"209";2018-11-01;"BOVA11.SA";85,25
"210";2018-11-05;"BOVA11.SA";86,099998
"211";2018-11-06;"BOVA11.SA";85,279999
"212";2018-11-07;"BOVA11.SA";84,589996
"213";2018-11-08;"BOVA11.SA";82,599998
"214";2018-11-09;"BOVA11.SA";82,519997
"215";2018-11-12;"BOVA11.SA";82,349998
"216";2018-11-13;"BOVA11.SA";81,639999
"217";2018-11-14;"BOVA11.SA";82,650002
"218";2018-11-16;"BOVA11.SA";85,300003
"219";2018-11-19;"BOVA11.SA";84,300003
"220";2018-11-21;"BOVA11.SA";84,279999
"221";2018-11-22;"BOVA11.SA";84,300003
"222";2018-11-23;"BOVA11.SA";83,029999
"223";2018-11-26;"BOVA11.SA";82,339996
"224";2018-11-27;"BOVA11.SA";84,489998
"225";2018-11-28;"BOVA11.SA";86
"226";2018-11-29;"BOVA11.SA";86,379997
"227";2018-11-30;"BOVA11.SA";86,370003
"228";2018-12-03;"BOVA11.SA";86,489998
"229";2018-12-04;"BOVA11.SA";85,230003
"230";2018-12-05;"BOVA11.SA";86,029999
"231";2018-12-06;"BOVA11.SA";85,540001
"232";2018-12-07;"BOVA11.SA";84,93
"233";2018-12-10;"BOVA11.SA";82,860001
"234";2018-12-11;"BOVA11.SA";83,5
"235";2018-12-12;"BOVA11.SA";83,900002
"236";2018-12-13;"BOVA11.SA";84,279999
"237";2018-12-14;"BOVA11.SA";84,209999
"238";2018-12-17;"BOVA11.SA";83,239998
"239";2018-12-18;"BOVA11.SA";83,5
"240";2018-12-19;"BOVA11.SA";82,5
"241";2018-12-20;"BOVA11.SA";82,419998
"242";2018-12-21;"BOVA11.SA";82,440002
"243";2018-12-26;"BOVA11.SA";82,139999
"244";2018-12-27;"BOVA11.SA";82,650002
"245";2018-12-28;"BOVA11.SA";84,599998
"246";2019-01-02;"BOVA11.SA";87,900002
"247";2019-01-03;"BOVA11.SA";88
"248";2019-01-04;"BOVA11.SA";88,5
"249";2019-01-07;"BOVA11.SA";88,480003
"250";2019-01-08;"BOVA11.SA";88,830002
"251";2019-01-09;"BOVA11.SA";90,32
"252";2019-01-10;"BOVA11.SA";90,419998
"253";2019-01-11;"BOVA11.SA";90,379997
"254";2019-01-14;"BOVA11.SA";91,209999
"255";2019-01-15;"BOVA11.SA";90,610001
"256";2019-01-16;"BOVA11.SA";91,150002
"257";2019-01-17;"BOVA11.SA";91,970001
"258";2019-01-18;"BOVA11.SA";92,610001
"259";2019-01-21;"BOVA11.SA";92,639999
"260";2019-01-22;"BOVA11.SA";91,400002
"261";2019-01-23;"BOVA11.SA";93,099998
"262";2019-01-24;"BOVA11.SA";94,169998
"263";2019-01-28;"BOVA11.SA";92,080002
"264";2019-01-29;"BOVA11.SA";92,190002
"265";2019-01-30;"BOVA11.SA";93,519997
"266";2019-01-31;"BOVA11.SA";94
"267";2019-02-01;"BOVA11.SA";94,360001
"268";2019-02-04;"BOVA11.SA";95,029999
"269";2019-02-05;"BOVA11.SA";94,800003
"270";2019-02-06;"BOVA11.SA";91,269997
"271";2019-02-07;"BOVA11.SA";91
"272";2019-02-08;"BOVA11.SA";91,699997
"273";2019-02-11;"BOVA11.SA";90,989998
"274";2019-02-12;"BOVA11.SA";92,449997
"275";2019-02-13;"BOVA11.SA";92,599998
"276";2019-02-14;"BOVA11.SA";94,339996
"277";2019-02-15;"BOVA11.SA";94,040001
"278";2019-02-18;"BOVA11.SA";92,980003
"279";2019-02-19;"BOVA11.SA";93,779999
"280";2019-02-20;"BOVA11.SA";93,169998
"281";2019-02-21;"BOVA11.SA";93,580002
"282";2019-02-22;"BOVA11.SA";94,440002
"283";2019-02-25;"BOVA11.SA";93,769997
"284";2019-02-26;"BOVA11.SA";94,120003
"285";2019-02-27;"BOVA11.SA";93,839996
"286";2019-02-28;"BOVA11.SA";91,849998
"287";2019-03-01;"BOVA11.SA";91,080002
"288";2019-03-06;"BOVA11.SA";90,760002
"289";2019-03-07;"BOVA11.SA";91,050003
"290";2019-03-08;"BOVA11.SA";91,849998
"291";2019-03-11;"BOVA11.SA";94,550003
"292";2019-03-12;"BOVA11.SA";94,400002
"293";2019-03-13;"BOVA11.SA";95,309998
"294";2019-03-14;"BOVA11.SA";94,949997
"295";2019-03-15;"BOVA11.SA";95,529999
"296";2019-03-18;"BOVA11.SA";96,379997
"297";2019-03-19;"BOVA11.SA";96,059998
"298";2019-03-20;"BOVA11.SA";94,349998
"299";2019-03-21;"BOVA11.SA";93,010002
"300";2019-03-22;"BOVA11.SA";90,25
"301";2019-03-25;"BOVA11.SA";90,349998
"302";2019-03-26;"BOVA11.SA";91,910004
"303";2019-03-27;"BOVA11.SA";88,099998
"304";2019-03-28;"BOVA11.SA";91,019997
"305";2019-03-29;"BOVA11.SA";91,809998
"306";2019-04-01;"BOVA11.SA";92,349998
"307";2019-04-02;"BOVA11.SA";91,830002
"308";2019-04-03;"BOVA11.SA";91,160004
"309";2019-04-04;"BOVA11.SA";92,870003
"310";2019-04-05;"BOVA11.SA";93,559998
"311";2019-04-08;"BOVA11.SA";93,779999
"312";2019-04-09;"BOVA11.SA";92,699997
"313";2019-04-10;"BOVA11.SA";92,489998
"314";2019-04-11;"BOVA11.SA";91,379997
"315";2019-04-12;"BOVA11.SA";89,510002
"316";2019-04-15;"BOVA11.SA";89,809998
"317";2019-04-16;"BOVA11.SA";91
"318";2019-04-17;"BOVA11.SA";90
"319";2019-04-18;"BOVA11.SA";91,160004
"320";2019-04-22;"BOVA11.SA";91,199997
"321";2019-04-23;"BOVA11.SA";92,370003
"322";2019-04-24;"BOVA11.SA";91,599998
"323";2019-04-25;"BOVA11.SA";92,900002
"324";2019-04-26;"BOVA11.SA";92,629997
"325";2019-04-29;"BOVA11.SA";92,720001
"326";2019-04-30;"BOVA11.SA";92,879997
"327";2019-05-02;"BOVA11.SA";92,160004
"328";2019-05-03;"BOVA11.SA";92,599998
"329";2019-05-06;"BOVA11.SA";91,610001
"330";2019-05-07;"BOVA11.SA";90,980003
"331";2019-05-08;"BOVA11.SA";92,110001
"332";2019-05-09;"BOVA11.SA";91,370003
"333";2019-05-10;"BOVA11.SA";90,800003
"334";2019-05-13;"BOVA11.SA";88,309998
"335";2019-05-14;"BOVA11.SA";88,760002
"336";2019-05-15;"BOVA11.SA";87,870003
"337";2019-05-16;"BOVA11.SA";86,559998
"338";2019-05-17;"BOVA11.SA";86,739998
"339";2019-05-20;"BOVA11.SA";88,830002
"340";2019-05-21;"BOVA11.SA";91,190002
"341";2019-05-22;"BOVA11.SA";90,959999
"342";2019-05-23;"BOVA11.SA";90,43
"343";2019-05-24;"BOVA11.SA";90,25
"344";2019-05-27;"BOVA11.SA";91,5
"345";2019-05-28;"BOVA11.SA";92,849998
"346";2019-05-29;"BOVA11.SA";93,059998
"347";2019-05-30;"BOVA11.SA";93,959999
"348";2019-05-31;"BOVA11.SA";93,589996
"349";2019-06-03;"BOVA11.SA";93,480003
"350";2019-06-04;"BOVA11.SA";93,800003
"351";2019-06-05;"BOVA11.SA";92,639999
"352";2019-06-06;"BOVA11.SA";93,690002
"353";2019-06-07;"BOVA11.SA";94,220001
"354";2019-06-10;"BOVA11.SA";93,849998
"355";2019-06-11;"BOVA11.SA";95,419998
"356";2019-06-12;"BOVA11.SA";94,660004
"357";2019-06-13;"BOVA11.SA";95,139999
"358";2019-06-14;"BOVA11.SA";94,510002
"359";2019-06-17;"BOVA11.SA";94,25
"360";2019-06-18;"BOVA11.SA";95,769997
"361";2019-06-19;"BOVA11.SA";96,629997
"362";2019-06-21;"BOVA11.SA";98,220001
"363";2019-06-24;"BOVA11.SA";98,309998
"364";2019-06-25;"BOVA11.SA";96,360001
"365";2019-06-26;"BOVA11.SA";96,849998
"366";2019-06-27;"BOVA11.SA";97,07
"367";2019-06-28;"BOVA11.SA";97,110001
"368";2019-07-01;"BOVA11.SA";97,449997
"369";2019-07-02;"BOVA11.SA";96,769997
"370";2019-07-03;"BOVA11.SA";100
"371";2019-07-04;"BOVA11.SA";100
"372";2019-07-05;"BOVA11.SA";100,269997
"373";2019-07-08;"BOVA11.SA";100,559998
"374";2019-07-10;"BOVA11.SA";101,959999
"375";2019-07-11;"BOVA11.SA";101,209999
"376";2019-07-12;"BOVA11.SA";100,050003
"377";2019-07-15;"BOVA11.SA";100,040001
"378";2019-07-16;"BOVA11.SA";99,900002
"379";2019-07-17;"BOVA11.SA";100,010002
"380";2019-07-18;"BOVA11.SA";100,699997
"381";2019-07-19;"BOVA11.SA";99,599998
"382";2019-07-22;"BOVA11.SA";100
"383";2019-07-23;"BOVA11.SA";100,099998
"384";2019-07-24;"BOVA11.SA";100,389999
"385";2019-07-25;"BOVA11.SA";98,800003
"386";2019-07-26;"BOVA11.SA";99,150002
"387";2019-07-29;"BOVA11.SA";99,559998
"388";2019-07-30;"BOVA11.SA";99,120003
"389";2019-07-31;"BOVA11.SA";97,980003
"390";2019-08-01;"BOVA11.SA";98,43
"391";2019-08-02;"BOVA11.SA";98,779999
"392";2019-08-05;"BOVA11.SA";96,470001
"393";2019-08-06;"BOVA11.SA";98,440002
"394";2019-08-07;"BOVA11.SA";99,050003
"395";2019-08-08;"BOVA11.SA";100,360001
"396";2019-08-09;"BOVA11.SA";100,239998
"397";2019-08-12;"BOVA11.SA";98,160004
"398";2019-08-13;"BOVA11.SA";99,519997
"399";2019-08-14;"BOVA11.SA";96,650002
"400";2019-08-15;"BOVA11.SA";95,379997
"401";2019-08-16;"BOVA11.SA";96,150002
"402";2019-08-19;"BOVA11.SA";95,769997
"403";2019-08-20;"BOVA11.SA";95,540001
"404";2019-08-21;"BOVA11.SA";97,529999
"405";2019-08-22;"BOVA11.SA";96,349998
"406";2019-08-23;"BOVA11.SA";94,019997
"407";2019-08-26;"BOVA11.SA";92,650002
"408";2019-08-27;"BOVA11.SA";93,650002
"409";2019-08-28;"BOVA11.SA";94,580002
"410";2019-08-29;"BOVA11.SA";96,860001
"411";2019-08-30;"BOVA11.SA";97,610001
"412";2019-09-02;"BOVA11.SA";96,760002
"413";2019-09-03;"BOVA11.SA";95,900002
"414";2019-09-04;"BOVA11.SA";97,370003
"415";2019-09-05;"BOVA11.SA";98,440002
"416";2019-09-06;"BOVA11.SA";99,129997
"417";2019-09-09;"BOVA11.SA";99,330002
"418";2019-09-10;"BOVA11.SA";99,190002
"419";2019-09-11;"BOVA11.SA";99,75
"420";2019-09-12;"BOVA11.SA";100,360001
"421";2019-09-13;"BOVA11.SA";99,580002
"422";2019-09-16;"BOVA11.SA";99,800003
"423";2019-09-17;"BOVA11.SA";100,760002
"424";2019-09-18;"BOVA11.SA";100,629997
"425";2019-09-19;"BOVA11.SA";100,440002
"426";2019-09-20;"BOVA11.SA";100,760002
"427";2019-09-23;"BOVA11.SA";100,779999
"428";2019-09-24;"BOVA11.SA";100
"429";2019-09-25;"BOVA11.SA";100,449997
"430";2019-09-26;"BOVA11.SA";101,43
"431";2019-09-27;"BOVA11.SA";101,239998
"432";2019-09-30;"BOVA11.SA";101,010002
"433";2019-10-01;"BOVA11.SA";100,059998
"434";2019-10-02;"BOVA11.SA";97,150002
"435";2019-10-03;"BOVA11.SA";97,720001
"436";2019-10-04;"BOVA11.SA";98,690002
"437";2019-10-07;"BOVA11.SA";96,800003
"438";2019-10-08;"BOVA11.SA";96,150002
"439";2019-10-09;"BOVA11.SA";97,5
"440";2019-10-10;"BOVA11.SA";98,080002
"441";2019-10-11;"BOVA11.SA";99,970001
"442";2019-10-14;"BOVA11.SA";100,349998
"443";2019-10-15;"BOVA11.SA";100,580002
"444";2019-10-16;"BOVA11.SA";101,400002
"445";2019-10-17;"BOVA11.SA";101,050003
"446";2019-10-18;"BOVA11.SA";100,75
"447";2019-10-21;"BOVA11.SA";102
"448";2019-10-22;"BOVA11.SA";103,239998
"449";2019-10-23;"BOVA11.SA";103,400002
"450";2019-10-24;"BOVA11.SA";103
"451";2019-10-25;"BOVA11.SA";103,370003
"452";2019-10-28;"BOVA11.SA";103,949997
"453";2019-10-29;"BOVA11.SA";103,5
"454";2019-10-30;"BOVA11.SA";104,290001
"455";2019-10-31;"BOVA11.SA";103,230003
"456";2019-11-01;"BOVA11.SA";104,269997
"457";2019-11-04;"BOVA11.SA";104,629997
"458";2019-11-05;"BOVA11.SA";104,669998
"459";2019-11-06;"BOVA11.SA";104,349998
"460";2019-11-07;"BOVA11.SA";105,309998
"461";2019-11-08;"BOVA11.SA";103,400002
"462";2019-11-11;"BOVA11.SA";104,239998
"463";2019-11-12;"BOVA11.SA";102,449997
"464";2019-11-13;"BOVA11.SA";102,370003
"465";2019-11-14;"BOVA11.SA";102,550003
"466";2019-11-18;"BOVA11.SA";102
"467";2019-11-19;"BOVA11.SA";101,959999
"468";2019-11-21;"BOVA11.SA";103,5
"469";2019-11-22;"BOVA11.SA";104,599998
"470";2019-11-25;"BOVA11.SA";104,25
"471";2019-11-26;"BOVA11.SA";103,440002
"472";2019-11-27;"BOVA11.SA";103,68
"473";2019-11-28;"BOVA11.SA";104,379997
"474";2019-11-29;"BOVA11.SA";104,349998
"475";2019-12-02;"BOVA11.SA";104,809998
"476";2019-12-03;"BOVA11.SA";105
"477";2019-12-04;"BOVA11.SA";106,099998
"478";2019-12-05;"BOVA11.SA";106,440002
"479";2019-12-06;"BOVA11.SA";106,93
"480";2019-12-09;"BOVA11.SA";106,769997
"481";2019-12-10;"BOVA11.SA";106,580002
"482";2019-12-11;"BOVA11.SA";106,75
"483";2019-12-12;"BOVA11.SA";107,849998
"484";2019-12-13;"BOVA11.SA";108,309998
"485";2019-12-16;"BOVA11.SA";107,720001
"486";2019-12-17;"BOVA11.SA";108,410004
"487";2019-12-18;"BOVA11.SA";110,160004
"488";2019-12-19;"BOVA11.SA";110,82
"489";2019-12-20;"BOVA11.SA";110,839996
"490";2019-12-23;"BOVA11.SA";111,669998
"491";2019-12-26;"BOVA11.SA";112,809998
"492";2019-12-27;"BOVA11.SA";112,169998
"493";2019-12-30;"BOVA11.SA";111,230003
"494";2020-01-02;"BOVA11.SA";114,239998
"495";2020-01-03;"BOVA11.SA";113,800003
"496";2020-01-06;"BOVA11.SA";112,589996
"497";2020-01-07;"BOVA11.SA";112,239998
"498";2020-01-08;"BOVA11.SA";111,949997
"499";2020-01-09;"BOVA11.SA";111,660004
"500";2020-01-10;"BOVA11.SA";111,279999
"501";2020-01-13;"BOVA11.SA";113,080002
"502";2020-01-14;"BOVA11.SA";113,32
"503";2020-01-15;"BOVA11.SA";112,18
"504";2020-01-16;"BOVA11.SA";112,349998
"505";2020-01-17;"BOVA11.SA";114,099998
"506";2020-01-20;"BOVA11.SA";114,410004
"507";2020-01-21;"BOVA11.SA";112,650002
"508";2020-01-22;"BOVA11.SA";114,099998
"509";2020-01-23;"BOVA11.SA";115,209999
"510";2020-01-24;"BOVA11.SA";114
"511";2020-01-27;"BOVA11.SA";110,290001
"512";2020-01-28;"BOVA11.SA";112,300003
"513";2020-01-29;"BOVA11.SA";110,879997
"514";2020-01-30;"BOVA11.SA";111,190002
"515";2020-01-31;"BOVA11.SA";108,900002
"516";2020-02-03;"BOVA11.SA";110,419998
"517";2020-02-04;"BOVA11.SA";111,209999
"518";2020-02-05;"BOVA11.SA";111,769997
"519";2020-02-06;"BOVA11.SA";110,949997
"520";2020-02-07;"BOVA11.SA";109,349998
"521";2020-02-10;"BOVA11.SA";108,790001
"522";2020-02-11;"BOVA11.SA";111,300003
"523";2020-02-12;"BOVA11.SA";112,449997
"524";2020-02-13;"BOVA11.SA";110,900002
"525";2020-02-14;"BOVA11.SA";110,080002
"526";2020-02-17;"BOVA11.SA";110,800003
"527";2020-02-18;"BOVA11.SA";111,139999
"528";2020-02-19;"BOVA11.SA";112,080002
"529";2020-02-20;"BOVA11.SA";110,199997
"530";2020-02-21;"BOVA11.SA";109,449997
"531";2020-02-26;"BOVA11.SA";101,900002
"532";2020-02-27;"BOVA11.SA";99,199997
"533";2020-02-28;"BOVA11.SA";100,599998
"534";2020-03-02;"BOVA11.SA";102,989998
"535";2020-03-03;"BOVA11.SA";101,75
"536";2020-03-04;"BOVA11.SA";103,099998
"537";2020-03-05;"BOVA11.SA";98,790001
"538";2020-03-06;"BOVA11.SA";94,400002
"539";2020-03-09;"BOVA11.SA";82,699997
"540";2020-03-10;"BOVA11.SA";88,629997
"541";2020-03-11;"BOVA11.SA";82,059998
"542";2020-03-12;"BOVA11.SA";70,099998
"543";2020-03-13;"BOVA11.SA";79,489998
"544";2020-03-16;"BOVA11.SA";68,400002
"545";2020-03-17;"BOVA11.SA";71
"546";2020-03-18;"BOVA11.SA";65,010002
"547";2020-03-19;"BOVA11.SA";65
"548";2020-03-20;"BOVA11.SA";64,769997
"549";2020-03-23;"BOVA11.SA";61,139999
"550";2020-03-24;"BOVA11.SA";67,400002
"551";2020-03-25;"BOVA11.SA";71,730003
"552";2020-03-26;"BOVA11.SA";74,57
"553";2020-03-27;"BOVA11.SA";70,220001
"554";2020-03-30;"BOVA11.SA";71,970001
"555";2020-03-31;"BOVA11.SA";69,349998
"556";2020-04-01;"BOVA11.SA";68,18
"557";2020-04-02;"BOVA11.SA";69,629997
"558";2020-04-03;"BOVA11.SA";66,900002
"559";2020-04-06;"BOVA11.SA";71,57
"560";2020-04-07;"BOVA11.SA";73,510002
"561";2020-04-08;"BOVA11.SA";75,730003
"562";2020-04-09;"BOVA11.SA";74,870003
"563";2020-04-13;"BOVA11.SA";75,959999
"564";2020-04-14;"BOVA11.SA";76,849998
"565";2020-04-15;"BOVA11.SA";76,050003
"566";2020-04-16;"BOVA11.SA";74,93
"567";2020-04-17;"BOVA11.SA";76
"568";2020-04-20;"BOVA11.SA";75,660004
"569";2020-04-22;"BOVA11.SA";77,699997
"570";2020-04-23;"BOVA11.SA";76,650002
"571";2020-04-24;"BOVA11.SA";72,410004
"572";2020-04-27;"BOVA11.SA";75,290001
"573";2020-04-28;"BOVA11.SA";78,300003
"574";2020-04-29;"BOVA11.SA";80,18
"575";2020-04-30;"BOVA11.SA";77,209999
"576";2020-05-04;"BOVA11.SA";76,099998
"577";2020-05-05;"BOVA11.SA";76,540001
"578";2020-05-06;"BOVA11.SA";76,199997
"579";2020-05-07;"BOVA11.SA";75,400002
"580";2020-05-08;"BOVA11.SA";77,43
"581";2020-05-11;"BOVA11.SA";76,139999
"582";2020-05-12;"BOVA11.SA";75
"583";2020-05-13;"BOVA11.SA";75,150002
"584";2020-05-14;"BOVA11.SA";76,25
"585";2020-05-15;"BOVA11.SA";74,559998
"586";2020-05-18;"BOVA11.SA";78,029999
"587";2020-05-19;"BOVA11.SA";77,650002
"588";2020-05-20;"BOVA11.SA";78,449997
"589";2020-05-21;"BOVA11.SA";79,970001
"590";2020-05-22;"BOVA11.SA";79,940002
"591";2020-05-25;"BOVA11.SA";82,599998
"592";2020-05-26;"BOVA11.SA";82,449997
"593";2020-05-27;"BOVA11.SA";84,68
"594";2020-05-28;"BOVA11.SA";83,650002
"595";2020-05-29;"BOVA11.SA";84,150002
"596";2020-06-01;"BOVA11.SA";85,330002
"597";2020-06-02;"BOVA11.SA";87,779999
"598";2020-06-03;"BOVA11.SA";89,370003
"599";2020-06-04;"BOVA11.SA";90,309998
"600";2020-06-05;"BOVA11.SA";91,050003
"601";2020-06-08;"BOVA11.SA";93,949997
"602";2020-06-09;"BOVA11.SA";92,949997
"603";2020-06-10;"BOVA11.SA";91,169998
"604";2020-06-12;"BOVA11.SA";89,25
"605";2020-06-15;"BOVA11.SA";89,07
"606";2020-06-16;"BOVA11.SA";90
"607";2020-06-17;"BOVA11.SA";91,949997
"608";2020-06-18;"BOVA11.SA";92,629997
"609";2020-06-19;"BOVA11.SA";92,639999
"610";2020-06-22;"BOVA11.SA";91,75
"611";2020-06-23;"BOVA11.SA";92,260002
"612";2020-06-24;"BOVA11.SA";90,769997
"613";2020-06-25;"BOVA11.SA";92,389999
"614";2020-06-26;"BOVA11.SA";90,220001
"615";2020-06-29;"BOVA11.SA";92,300003
"616";2020-06-30;"BOVA11.SA";91,620003
"617";2020-07-01;"BOVA11.SA";92,68
"618";2020-07-02;"BOVA11.SA";92,5
"619";2020-07-03;"BOVA11.SA";93,190002
"620";2020-07-06;"BOVA11.SA";95,309998
"621";2020-07-07;"BOVA11.SA";94,099998
"622";2020-07-08;"BOVA11.SA";96,099998
"623";2020-07-09;"BOVA11.SA";95,410004
"624";2020-07-10;"BOVA11.SA";96,339996
"625";2020-07-13;"BOVA11.SA";95,050003
"626";2020-07-14;"BOVA11.SA";96,599998
"627";2020-07-15;"BOVA11.SA";98,029999
"628";2020-07-16;"BOVA11.SA";96,82
"629";2020-07-17;"BOVA11.SA";99,129997
"630";2020-07-20;"BOVA11.SA";100,5
"631";2020-07-21;"BOVA11.SA";100,290001
"632";2020-07-22;"BOVA11.SA";100,379997
"633";2020-07-23;"BOVA11.SA";98,400002
"634";2020-07-24;"BOVA11.SA";98,589996
"635";2020-07-27;"BOVA11.SA";100,459999
"636";2020-07-28;"BOVA11.SA";100,050003
"637";2020-07-29;"BOVA11.SA";101,480003
"638";2020-07-30;"BOVA11.SA";101,309998
"639";2020-07-31;"BOVA11.SA";99,290001
"640";2020-08-03;"BOVA11.SA";99,199997
"641";2020-08-04;"BOVA11.SA";97,599998
"642";2020-08-05;"BOVA11.SA";98,989998
"643";2020-08-06;"BOVA11.SA";100,169998
"644";2020-08-07;"BOVA11.SA";98,830002
"645";2020-08-10;"BOVA11.SA";99,540001
"646";2020-08-11;"BOVA11.SA";98,199997
"647";2020-08-12;"BOVA11.SA";98,330002
"648";2020-08-13;"BOVA11.SA";96,510002
"649";2020-08-14;"BOVA11.SA";97,470001
"650";2020-08-17;"BOVA11.SA";95,830002
"651";2020-08-18;"BOVA11.SA";98,25
"652";2020-08-19;"BOVA11.SA";97
"653";2020-08-20;"BOVA11.SA";97,669998
"654";2020-08-21;"BOVA11.SA";97,599998
"655";2020-08-24;"BOVA11.SA";98,5
"656";2020-08-25;"BOVA11.SA";98,349998
"657";2020-08-26;"BOVA11.SA";96,629997
"658";2020-08-27;"BOVA11.SA";96,870003
"659";2020-08-28;"BOVA11.SA";98,300003
"660";2020-08-31;"BOVA11.SA";95,699997
"661";2020-09-01;"BOVA11.SA";98,349998
"662";2020-09-02;"BOVA11.SA";98,150002
"663";2020-09-03;"BOVA11.SA";96,959999
"664";2020-09-04;"BOVA11.SA";97,419998
"665";2020-09-08;"BOVA11.SA";96,800003
"666";2020-09-09;"BOVA11.SA";97,5
"667";2020-09-10;"BOVA11.SA";95,040001
"668";2020-09-11;"BOVA11.SA";94,480003
"669";2020-09-14;"BOVA11.SA";96,510002
"670";2020-09-15;"BOVA11.SA";96,459999
"671";2020-09-16;"BOVA11.SA";95,910004
